ID,Priority_Tier,Final_Score,High_Urgency_Flag,Lead_Score,Enhanced_Score,Intent_Signal,Freshness_Score,Size_Score,Proximity_Score,State,Proposal No.,Project Name,Project Proponent,Location,Sector,Category,Proposal Status,Recommended_Products,Submission_Year,Other Details,Project_Description,Officer_Name,Officer_Phone,Officer_Email,Officer_Address,Officer_Role,Officer_Distance_KM
635,Tier 3 - Monitor,46.3,False,75,34.0,0.3,0.0,0.6,1.0,Madhya Pradesh,SIA/MP/MIN/563120/2026,BHANJAKHEDI-3 SAND QUARRY,GIRISH KHANDWEKAR,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 01/01/2026,"The proposed project is open cast manual mining. It has been proposed to collect sand, from the Narmada River Bed, Mining will be confined to the allotted lease area from which approximately 36,000 cubic meter/year will be excavated per annum",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
636,Tier 3 - Monitor,46.2,False,77,33.0,0.3,0.0999999999999999,0.4,1.0,Maharashtra,SIA/MH/INFRA2/565236/2026,"Proposed Redevelopment of residential building on plot no 02, sector 04, Sanpada Navi Mumbai by M/s Sacvir Realtors LLP",sacvir realtors llp,MAHARASHTRA,INFRA-2,B2,Proposal Accepted and Referred to SEAC,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 12/01/2026,Proposed Project comprises of 1 building having 3 wings of Total Construction Area – 64708.000 sq.m,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
637,Tier 3 - Monitor,46.2,False,77,33.0,0.3,0.0999999999999999,0.4,1.0,West Bengal,SIA/WB/INFRA2/563848/2026,Residential cum Commercial complex,SAGNIK EXPORT (I) PVT. LIMITED,WEST BENGAL,INFRA-2,B2,Proposal Accepted and Referred to SEAC,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 12/01/2026,It is a Residential cum commercial project.,Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
638,Tier 3 - Monitor,46.1,False,65,38.0,0.3,0.2666666666666667,0.4,1.0,Maharashtra,SIA/MH/MIN/565855/2026,"Transfer of Environmental Clearance Tamaswadi Sand Ghat over an extent of 4.0 ha. At Wainganga River Bed Adjoining Gut No. 245, 246, 260, 261, 267, 269, 270, 271, Village Tamaswadi, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 17/01/2026,"Transfer of Environmental Clearance Tamaswadi Sand Ghat over an extent of 4.0 ha. At Wainganga River Bed Adjoining Gut No. 245, 246, 260, 261, 267, 269, 270, 271, Village Tamaswadi, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
639,Tier 3 - Monitor,46.1,False,65,38.0,0.3,0.2666666666666667,0.4,1.0,Maharashtra,SIA/MH/MIN/565856/2026,"Transfer of Environmental Clearance Koshti Sand Ghat over an extent of 3.0 ha. at Wainganga River Bed Adjoining Gut No. 291, 294, 295, 330, Village Koshti, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 17/01/2026,"Transfer of Environmental Clearance Koshti Sand Ghat over an extent of 3.0 ha. at Wainganga River Bed Adjoining Gut No. 291, 294, 295, 330, Village Koshti, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
640,Tier 3 - Monitor,46.1,False,65,38.0,0.3,0.2666666666666667,0.4,1.0,Maharashtra,SIA/MH/MIN/565853/2026,"Transfer of Environmental Clearance Umarwada Sand Ghat over an extent of 4.50 ha. At Wainganga River Bed Adjoining Gut No. 390, 393, 395, 397, Village Umarwada, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 17/01/2026,"Transfer of Environmental Clearance Umarwada Sand Ghat over an extent of 4.50 ha. At Wainganga River Bed Adjoining Gut No. 390, 393, 395, 397, Village Umarwada, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
641,Tier 3 - Monitor,46.1,False,65,38.0,0.3,0.3666666666666667,0.4,0.7,Maharashtra,SIA/MH/MIN/566218/2026,"EC Transfer of Deolgaon Sand Ghat, Area 1.06 ha, Gut. 11 to 28 Village Deolgaon, Tehsil Sangrampur, District Buldhana Maharashtra by Shri. Shubham Sanjay Jaiswal (Jaiswal & Sons Shegaon)",shubham sanjay jaiswal,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 20/01/2026,"EC Transfer of Deolgaon Sand Ghat, Area 1.06 ha, Gut. 11 to 28 Village Deolgaon, Tehsil Sangrampur, District Buldhana Maharashtra by Shri. Shubham Sanjay Jaiswal (Jaiswal & Sons Shegaon)",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
642,Tier 3 - Monitor,45.9,False,90,27.0,0.3,0.0,0.4,0.7,Uttar Pradesh,SIA/UP/MIN/564455/2026,"“Building Stone As (Khanda, Boulder, Ballast)” Mining Project in Village- Karanpura Tehsil- Garautha District- Jhansi (U.P) Gata No. / Khand No - 98 (Khand No. 06) Lease Area- 1.100 Ha, Proponent - Shri Amit Khatri S/o Shri Devendra Kumar Khatri",amit khattri,UTTAR PRADESH,Non-Coal,B1,Proposal Accepted and Referred to SEAC,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 06/01/2026,"The Building Stone (Khanda, Boulder, Ballast) Mine has been proposed by Prop. Shri Amit Khatri S/O Shri Devendra Kumar Khatri, R/O- 45a Civil Line, Dig Basti K Pass,District- Jhansi (U.P.)-284121 mining lease area located at Gata No. 98(Khand No 06 (Lease Area 1.10 Ha) in Village- Karanpur, Tehsil Garautha & District- jhansi, Uttar Pradesh. The mining will be semi-mechanized and the total production will be 30,300 m3 per annum. The proposed mining lease area belongs to a stony land and has no an",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
643,Tier 3 - Monitor,45.9,False,83,30.0,0.3,0.0,0.4,1.0,West Bengal,SIA/WB/IND1/563984/2026,Greenfield Project for manufacturing of 300000 TPA Cold Rolling / Galvanized Plane / Galvanized corrugated Sheet & Coil / Color Coated Sheets by M/S CAPTAIN BUILDING PRODUCTS PRIVATE LIMITED,RAMESH KUMAR JHUNJHUNWALA,WEST BENGAL,Industrial,B1,Referred to SEIAA,"Furnace Oil, Diesel, Lubricants",2026,Category: B1 Sector: Industrial Projects - 1 Date of Submission: 02/01/2026,300000 TPA Cold Rolling / Galvanized Plane / Galvanized corrugated Sheet & Coil / Color Coated Sheets,Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
644,Tier 3 - Monitor,45.8,False,85,29.0,0.3,0.0,0.4,0.9,Madhya Pradesh,SIA/MP/MIN/541147/2026,Ujjainiya Murram Quarry,kelash bai,MADHYA PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 02/01/2026,"It is a Murrum Quarry with a production capacity of 10,000 m3/year murrum having a lease area of 2.00 hectare, at Khasra No. 1381/1 (Govt Land) Village - Ujjainiya, Tehsil-Ghatiyai, District-Ujjain (M.P.).",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
645,Tier 3 - Monitor,45.8,False,85,29.0,0.3,0.0333333333333333,0.4,0.8,Madhya Pradesh,SIA/MP/MIN/553947/2026,Toda Karera Murum Quarry,shishupal yadav,MADHYA PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 10/01/2026,"It is a Murrum Quarry with a production capacity of 15,000 m3/year Murum having a lease area of 2.00 hectare, at Khasra No. 511/1 (Govt. land) Village - Toda Karera, Tehsil- Karera, District- Shivpuri (M.P.).",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
646,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,West Bengal,SIA/WB/INFRA2/564449/2026,Environmental Clearance for Jagannath Gupta Institute of Medical Sciences & Hospital- North Kolkata (A Unit of Ayansh Welfare Trust),AYANSH WELFARE TRUST,WEST BENGAL,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 07/01/2026,A combined healthcare and educational facility offering both hospital services and medical college training under one campus.,Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
647,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Uttar Pradesh,SIA/UP/INFRA2/564332/2026,"Environmental Clearance (EC) for the Proposed Group Housing at Khasra No. 1048 & 1061 (Khata No: 01004), Noor Nagar, Raj Nagar Extension, Ghaziabad (U.P.) by M/s Infraegis Constructions Private Limited",infraegis constructions private limited,UTTAR PRADESH,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 05/01/2026,"Environmental Clearance (EC) for the Proposed Group Housing at Khasra No. 1048 & 1061 (Khata No: 01004), Noor Nagar, Raj Nagar Extension, Ghaziabad (U.P.) by M/s Infraegis Constructions Private Limited",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
648,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Haryana,SIA/HR/INFRA2/563977/2026,"Residential Group Housing Colony, under licence no 62 of 2025 in the revenue estates of Village-Daultabad, tehsil-Kadipur, sector-103, district-Gurugram Manesar urban complex developed by AIPL Bharat Infrastructure Private Limited",AIPL BHARAT INFRASTRUCTURE PRIVATE LIMITED,HARYANA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/01/2026,"The project is of Residential Group Housing Colony, under license no. 62 of 2025 in the revenue estates of village-Daultabad, tehsil-Kadipur, sector-103, district-Gurugram Manesar urban complex developed by AIPL Bharat Infrastructure Private Limited. Total land area for proposed residential group housing colony is 5.1375 Acres/20,791.46 Sq.mt and Built-up area for the same comes out to be 1,39,059.6739 m2.",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
649,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Haryana,SIA/HR/INFRA2/563973/2026,"Proposed Residential Group Housing Colony, Located in the revenue Estate of Village Gopalpur, Sector-99A, Gurugram Manesar Urban Complex, Haryana Being developed by M/s Monex Infrastructure Private limited",MONEX INFRASTRUCTURE PRIVATE LIMITED,HARYANA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/01/2026,"Proposed Residential Group Housing Colony, Located in the revenue Estate of Village Gopalpur, Sector-99A, Gurugram Manesar Urban Complex, Haryana Being developed by M/s Monex Infrastructure Private Limited",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
650,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Uttar Pradesh,SIA/UP/INFRA2/564768/2026,"“The Hive (Proposed Commercial Development Anand Vihar Scheme Block L) at Hapur, Uttar Pradesh being developed by M/s Modulux Elite Build LLP",modulux elite build llp,UTTAR PRADESH,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 08/01/2026,"“The Hive” (Proposed Commercial Development Anand Vihar Scheme Block L) at Hapur, Uttar Pradesh being developed by M/s Modulux Elite Build LLP. The land documents have been enclosed as Annexure I. The project will be spread over in total Plot Area- 10850 Sq.mt. & its built-up- Area is 32629.66 Sq.mt. As per the EIA Notification 14th September 2006 and its subsequent amendments, the project is falling in the category ""B2"" and schedule 8(a). Because built up area of the project is less than 150000",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
651,Tier 3 - Monitor,45.6,False,68,36.0,0.3,0.1999999999999999,0.4,1.0,Maharashtra,SIA/MH/IND2/563160/2026,Setting up 70KLPD Malt Distillery and Malt Spirit Maturation plant along with 6MW Cogeneration Power Plant,PERNOD RICARD INDIA PRIVATE LIMITED,MAHARASHTRA,Industrial,B1,Pending at MS SEIAA,"Furnace Oil, Diesel, Lubricants",2026,Category: B1 Sector: Industrial Projects - 2 Date of Submission: 15/01/2026,"M/s. Pernod Ricard India Private Limited (PRIPL) is Setting up 70KLPD Malt Distillery and Malt Spirit Maturation plant along with 6MW Cogeneration power plant at plot no E1, Add. Butibori Industrial area, Maharashtra Industrial Development Corporation (MIDC), Tal. Nagpur(R), Dist. Nagpur Maharashtra.",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
652,Tier 3 - Monitor,45.6,False,75,33.0,0.3,0.1666666666666666,0.4,0.8,Madhya Pradesh,SIA/MP/MIN/565117/2026,RAMNNA BOULDER & M-SAND QUARRY,Rajendra sahu (HUF),MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 14/01/2026,"This is a Ramnna Boulder & M-Sand Quarry. It comes under the B1 category. We are using an open-cast semi-mechanised mining method with an annual production of 75,001 Cub meters/Year Boulder -24,750 Cub Meter/Year & M-Sand-50,251 Cub Meter/Year), Khasra no - 19, Area - 3.90 Ha, Village Ramnna, Tehsil Deori, District Sagar (M.P.)",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
653,Tier 3 - Monitor,45.6,False,75,33.0,0.3,0.0999999999999999,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/565295/2026,Amiliya Sand Quarry_11.00 ha,PREM LAL DWIVEDI,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 12/01/2026,"Sand Quarry on Son River, Located at Khasra No. 1/601, Amiliya Village, Manpur Tehsil, Umaria District, Madhya Pradesh. Total lease area is 11.00 ha.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
654,Tier 3 - Monitor,45.6,False,75,33.0,0.3,0.0999999999999999,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/565229/2026,Parasi Sand Quarry_10.0Ha,PREM LAL DWIVEDI,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 12/01/2026,"Sand Quarry on Son River, Located at Khasra No. 46/407, Parasi Village, Manpur Tehsil, Umaria District, Madhya Pradesh. Total lease area is 10.00 ha.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
655,Tier 3 - Monitor,45.6,False,75,33.0,0.3,0.1666666666666666,0.4,0.8,Madhya Pradesh,SIA/MP/MIN/565014/2026,"HATHKHOH STONE (GITTI), BOULDER, MURRUM & M-SAND QUARRY",Rajendra sahu (HUF),MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 14/01/2026,"This is a Stone (Gitti), Boulder, Murrum & M-sand quarry. It comes under the B1 Category. We are using an open cast semi-mechanised mining method, and annual production is 83,225 (Max) M3/Year (Boulder-5125, Stone (Gitti)-40,000, Murrum-28100 & M-Sand-10,000), Khasra no. -212 (Part), Area - 4.00 Ha, Village- Hath Khoh, Tehsil– Deori , District - Sagar (M.P.).",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
656,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Maharashtra,SIA/MH/INFRA2/564697/2026,"Environment Clearance for proposed slum rehabilitation scheme under reg. 33(10) on plot bearing CTS No. 128/A/7, 128/A/8A(Pt.) &128A/9 of Village Kandivali, Taluka Borivali Bunder Pakhadi Road, Kandivali (West), Mumbai-67, For Shiv Samrat SRA CHS (Prop.), Jijasai SRA CHS (Prop.) by M/S. Conwood Agencies Pvt. Ltd.",Conwood agencies private limited,MAHARASHTRA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 09/01/2026,Proposed project consists of 2 residential buildings and 1 parking building. Configuration of the same is as follows: Sale Building No 1: 3 Basement (Parking) + Ground (part parking) + 1st to 8th Podium for parking + 9th Deck Floor (amenities) + Service Floor + 1st to 38th Upper residential Floors (154.40 m) Rehab Building No 1: Basement (for services) + Ground (Shops) + 1st to 38th Upper residential Floors (113.55 m) Mechanical Parking Tower - up to 56.15 m,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
657,Tier 3 - Monitor,45.6,False,75,33.0,0.3,0.0999999999999999,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/564365/2026,Sindurkiya Stone & M-Sand Quarry (2.00 Ha),MAHENDRA SOLANKI,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 12/01/2026,"The Sindurkiya Stone & M-Sand Quarry (LOI letter no 779 / Khanij/2025-26, Ratlam dated 14-07-2025) is situated at Khasra no. 348/1, Village - Sindurkiya, Tehsil - Jaora, District - Ratlam, Madhya Pradesh over an area of 2.000 Ha. The concerned Sindurkiya Stone & M-Sand Quarry Mining Project is proposed by Shri Mahendra Singh Solanki S/O Shri Manohar Singh Solanki. The project proponent is intended to the maximum 96,432 Cubic Meter Per Annum (Stone & M-sand). The estimated project cost is Rs.70 L",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
658,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Uttar Pradesh,SIA/UP/INFRA2/564002/2026,"Environmental Clearance for the Proposed Development of Charbagh Bus Terminal cum commercial complexes at Charbagh, Lucknow, Uttar Pradesh by Uttar Pradesh State Road Transport Corporation (UPSRTC) and D. G. S. Township Private Limited",Surajdev D shukla,UTTAR PRADESH,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/01/2026,Development of Charbagh Bus Terminal cum commercial complexes,Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
659,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Madhya Pradesh,SIA/MP/INFRA2/562490/2026,DATT SOLITARE DEVELOPER DATT REAL INFRA PVT. LTD. PHASE - 1 & 3,VISHAL DATT,MADHYA PRADESH,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 03/01/2026,Building project,Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
660,Tier 3 - Monitor,45.6,False,75,33.0,0.3,0.0999999999999999,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/565288/2026,Amiliya Sand Quarry_9.00 ha,PREM LAL DWIVEDI,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 12/01/2026,"Sand Quarry on Son River, Located at Khasra No. 1/601, Amiliya Village, Manpur Tehsil, Umaria District, Madhya Pradesh.. Total lease area is 9.00 ha.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
661,Tier 3 - Monitor,45.6,False,75,33.0,0.3,0.1666666666666666,0.4,0.8,Madhya Pradesh,SIA/MP/MIN/565072/2026,HATH KHOH STONE (GITTI) & M-SAND QUARRY,RASHMI Patel,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 14/01/2026,"This is a Hath Khoh Stone (Gitti) & M-Sand Quarry. It comes under the B1 category. We are using an open-cast semi-mechanised mining method with an annual production of 1,00,004 Cub meters/Year (Stone (Gitti) -75,003 Cub Meter/Year & M-Sand-25,001 Cub Meter/Year), Khasra no - 212, Area - 4.00 Ha, Village- Hath Khoh, Tehsil – Deori, District - Sagar (M.P.)",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
662,Tier 3 - Monitor,45.6,False,82,30.0,0.3,0.0,0.4,1.0,Haryana,SIA/HR/INFRA2/546549/2026,"AGRO BASED WAREHOUSE IN THE REVENUE ESTATE OF VILLAGE KHEWRA & DIPALPUR, DISTRICT: SONIPAT BY M/S BHUPENDER JAIN & SONS HUF",BHUPENDER JAIN & SONS HUF,HARYANA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/01/2026,"M/S Bhupender Jain & Sons HUF has proposed the setting up of the Warehouse (Agro based) project located at Khasra no. 15//9/2, 10, 11, 12/1, 19/2, 20, 21, 22, 16//18, 19, 22/1, 22/2, 23, 24/1, 18//2/1, 2/2, 3, 4, 6, 7/1 in the revenue estate of village Khewra, Tehsil Rai, District Sonipat & khasra no. 60//11/2, 61//9/2, 10/1, 11/2, 12, 16, 17, 18, 19, 20/1, 20/2, 21/2, 22 in the revenue estate of village Dipalpur, Tehsil & District Sonipat. CLU has been obtained vide Memo No. CLU/ST-3869A/CTP/88",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
663,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565836/2026,"Transfer of Environmental Clearance Kavlewada 3 Sand Ghat over an extent of 2.67 ha. At Bawanthadi River Bed Adjoining Gut No. 237, 238, 239, 240, 241, Village Kavlewada, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Kavlewada 3 Sand Ghat over an extent of 2.67 ha. At Bawanthadi River Bed Adjoining Gut No. 237, 238, 239, 240, 241, Village Kavlewada, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
664,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.0,0.6,1.0,Maharashtra,SIA/MH/INFRA2/563032/2026,"Proposed Residential & Commercial Construction Project at Shaligram Realty LLP, Survey No 148, Alandi- Vishrantwadi Road, Tapkir Chowk, Wadmukhwadi-412105. By M/s. Shaligram Realty LLP",M/S. SHALIGRAM REALTY LLP,MAHARASHTRA,INFRA-2,B1,Pending at MS SEIAA,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 02/01/2026,"Proposed Residential & Commercial Construction Project at Shaligram Realty LLP, Survey No 148, Alandi- Vishrantwadi Road, Tapkir Chowk, Wadmukhwadi-412105. By M/s. Shaligram Realty LLP",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
